Presentation Title,Description or Abstract,Org_1_id,Org_2_id,Org_3_id,Org_4_id,Org_5_id,Org_6_id,Org_7_id,Topic_1,Topic_2,Topic_3,Academic_Discipline_1,Academic_Discipline_2,OfficeDepartment1,OfficeDepartment2,Tags,PresentationDate,ConferenceName,PresType,Author1_Name,Author1_Org_ID,PositionTitle_1,Author2_Name,Author2_Org_ID,PositionTitle_2,Author3_Name,Author3_Org_ID,PositionTitle_3,Author4_Name,Author4_Org_ID,PositionTitle_4,Author5_Name,Author5_Org_ID,PositionTitle_5,Author6_Name,Author6_Org_ID,PositionTitle_6,Author7_Name,Author7_Org_ID,PositionTitle_7,Author8_Name,Author8_Org_ID,PositionTitle_8,File1_URL,File2_URL,File3_URL,File4_URL
Do Dorm Move-Out Waste Reduction Programs Really Reduce Carbon Emissions?,"A team of engineering researchers at the University of Arizona, led by Dr. Paul Blowers and undergraduate student Nick Deak, measured the carbon footprint associated with materials collected during a campus-wide dorm move-out program. The annual program, titled 'Dodge the Dumpster,' reduces waste during the ten-day dorm move-out period by diverting items such as clothing, bedding, small appliances and food that would otherwise be discarded into the trash. Dodge the Dumpster keeps these kinds of items out of the landfill and finds alternative uses for them. The environmental impacts of this program and UA's carbon quantification process will be explored in this presentation.",4465,,,,,,,Waste,Air & Climate,Campus Engagement,,,,,"move-in & move-out,carbon footprint",10/3/2018,AASHE,Presentation,Nick Deak,4465,Student, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8325/0830_Deak_0708.pptx,,,
The Evolution of Campus Composting Programs,"This session will be lead by a team of presenters offering perspectives and experiences from different angels of compost program implementation. Presenters will share achievements, setbacks, and lessons learned on their road to institutionalizing composting. A variety of systems and programs will be highlighted, including in-vessel composting systems, pre and post-consumer food waste from dining halls, the collection of compostable material from staff kitchens, as well as 'zero waste' events. We'll discuss a variety of pilots, and knowledge gained by experience in order to leave the audience with transferrable best practices to carry to their own educational institutions.",8635,1079,1744,2130,,,,Waste,,,,,,,compost,10/4/2018,AASHE,Presentation,Kristen Hitchcock,8635,Senior Consultant 2,Lori Strawder,1079,Chief Sustainability Officer,Anya Dale,1744,Sustainability Staff,Rayna Oliker,2130,Sustainability Manager for Residence Life, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9712/0915_Dale.pdf,,,
Move Out Solutions With William & Mary's DormMania and the Post-Landfill Action Network,"Join the Post Landfill Action Network (PLAN) and William & Mary in a discussion about reducing waste during campus move-out! Students throw away tons of usable items every year during move-out. Campuses are creating unique solutions; whether students, staff, or community members are holding yard sales or donating directly, the end goal is the same, to reduce waste. PLAN will share their experiences from building and supporting move-out programs across the country, featuring DormMania, a W&M student-led move-out program. Entering its 5th year and going strong, this PLAN member program makes a yearly profit with modest staff oversight. Using this example and others, we will help attendees weigh the pros and cons of various project models for a move-out program on their campus.",653,6582,,,,,,Waste,Campus Engagement,,,,,,move-in & move-out,10/3/2018,AASHE,Presentation,Calandra Waters Lake,653,Director of Sustainability,Faye Christoforo,6582,"Co-Director, Campus Coordinator", ,,, ,,, ,,, ,,, ,,, ,,,,,,
Successes in Assessing and Reducing Food Waste Through Behavior Change,"Skidmore College, a small private liberal arts college, and UT Austin, a large public university, will share their experiences successfully assessing and minimizing food waste through behavioral changes in on-campus dining locations.",3049,4696,,,,,,Waste,,,,,,,"food waste,behavior change",10/4/2018,AASHE,Presentation,Neil Kaufman,3049,Sustainability Coordinator,Zoe Pagliaro,4696,Sustainability Commission Chair, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9805/1445_Pagliaro.pptx,,,
Gameday Waste Minimization,"The University of Arizona will share the success story of their student-run program working to ingrain zero waste practices within athletic events. This workshop will describe the trials and tribulations incorporated into this program's journey to success, and emphasize best practice to push other similar programs to greater potential within a shorter timespan. More specifically the session will describe the working parts necessary in creating an effective zero waste initiative and how to successfully facilitate these pieces in motion. See just what goes into diverting over 40% of waste from landfill. The experience renders an opportunity to bond with fellow students and impress a lasting educational experience. For the past 3 years the University of Rochester has successfully achieved zero-waste (>90% waste diversion rate) during its homecoming football game as part of the GameDay Recycling Challenge. While other participating colleges may be known for their football teams and athletic programs, this session is designed to show how to successfully conduct a zero waste sporting event on a small-scale. During the 2017 season the University of Rochester ranked #2 in the waste diversion category with a rate of 91.55%, collecting 582 pounds of materials for recycling and 50 pounds of organics for composting. Learn more about how the University of Rochester has achieved success in this challenge by working with Dining Services, Athletics, Grounds and student organizations.",2876,4465,,,,,,Waste,Campus Engagement,Public Engagement,,,,,"waste reduction,athletics",10/4/2018,AASHE,Presentation,Amy Kadrie,2876,Sustainability Coordinator,Celeste Colmenares,4465,Undergraduate Student,Rebecca Newton,4465,student, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9779/1445_Kadrie.pptx,https://files.aievolution.com/ash1801/events/9781/1445_Newton.pptx,,
7+ Ways Institutions of Higher Education are Generating Revenue while Diverting Waste from Landfills,"From coast-to-coast, institutions of higher education are engaging in creative ways to divert waste from landfills while generating revenue for their colleges and universities. With the increasing pressure for institutions to keep tuition rates more stable, this stream of revenue is both meaningful and important. In this presentation we will look at 7+ ways colleges and universities, large and small, are leveraging surplus property to attack the triple bottom line and contribute positively to social, environmental, and financial goals. The first seven ways will be presented as brief case studies while the 'plus' will be the result of ideas generated from a round table discussion.",7825,,,,,,,Waste,,,,,,,"surplus,revenue generation",10/3/2018,AASHE,Poster,Lauren Galietti,7825,Marketing Director, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
CURC Campus Recycling Workshop ,"Join recycling and sustainability colleagues from campuses across the US and Canada for the annual CURC Campus Recycling Workshop. This year's workshop will take place alongside other AASHE pre-conference workshops at the David L. Lawrence Convention Center in downtown Pittsburgh. The program will include a mix of keynote and case study presentations, panel discussions and round table conversations on a range of campus recycling, zero waste and sustainable materials management topics.",6513,,,,,,,Waste,,,,,,,recycling,10/2/2018,AASHE,Presentation,Alec Cooley,6513,Senior Advisor, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Trash Talking: South Dakota State University's Effort to Increase Campus' Recycling Rate,"Like most universities, it is not unusual to find trash and recycling in the wrong bin at South Dakota State University. Sparked by SDSU's STARS 2016 report, the campus Sustainability Specialist is currently on a journey to increase campus' recycling rate. In addition to the STARS report, previous waste audits concluded that SDSU has the potential to greatly increase the recycling quantity. After identifying campus' recycling rate could increase, the Sustainability Specialist conducted a simple survey. The survey asked students, faculty, and staff what they found confusing about recycling, what would motivate them to recycle, and how recycling information should be shared with campus. After analyzing the results, the Sustainability Specialist has been delivering the proposed plan to campus. This plan includes presenting to departments and student clubs about what can be recycled and distributing a simple, yet informative recycling guide. In addition, the poster will include education efforts that went alongside new recycling bins added to campus during spring 2018 and fall 2018. This poster will be a reflective overview of identifying the past barriers to recycling, implementing a responsive education campaign as well as the effort's successes and lessons learned. It will also show how dedication and enthusiasm play an important role in engaging campus in an often overlooked area. This poster correlates with SDG goal 12's (Ensure Sustainable Consumption and Production) target of increasing recycling, reducing, and reusing by 2030.",8054,,,,,,,Waste,,,,,,,"recycling,waste contamination",10/3/2018,AASHE,Poster,Jennifer McLaughlin,8054,Sustainability Specialist, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9482/1430_McLaughlin_0843.pdf,,,
A Comparison of four Campuses Water Usage: A look at contrasting water profiles in the Southwest.,"We will introduce you to four campuses of varying sizes, disciplines, histories - all located in the Southwest and part of one University. Each campus has its own water profile 'personality' that determines the metering, water demands, water sources, and opportunities for savings. Even the water audit metrics vary greatly between these four campuses. This presentation will evaluate the various types of metrics for the campuses and discuss meaningful parameters that describe the water usage.",4531,,,,,,,Water,Buildings,,,,,,"water metering,metrics,water audit",10/3/2018,AASHE,Poster,Mick Dalrymple,4531,"Director, University Sustainability Practices",Kayla Kutter,4531,Graduate Student, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9993/1430_Dalrymple_0952.pdf,,,
Saving Water in University Library,"Being an urban campus the preservation of resources such as water are becoming more and more crucial. This project is a move in that direction, as well as that it serves as a visual representation of sustainability. This project involves retrofitting the 55 toilets within University Library with Dual Flush Low Flow Toilet Handles. The handles feature a typical downward flush for liquid waste, and an upward flush for solid waste, thus not requiring a behavioral adjustment from the user. Staff, students, and visitors alike will interact with this installation daily and will be reminded that there are sustainable choices that are not difficult to achieve. At this scale the project has a marginal impact on the IUPUI STARS score, however, if expanded campus wide it would have a greater significance due to the water saved. In addition, this installation is a one time project that will continue to impact IUPUI for years to come.",1353,,,,,,,Water,Buildings,,,,,,"water reduction,retrofits",10/3/2018,AASHE,Poster,Amber Greaney,1353,Student,Dylan Patterson,1353,"Student, Office of Sustainability", ,,, ,,, ,,, ,,, ,,, ,,,,,,
"Urban, Rural, and On-Campus Solutions (UROC): Living Campus Accelerator Toolkit","Arizona State University has committed to becoming carbon neutral for campus buildings by 2025. University Sustainability Practices (USP) is working tirelessly to help fulfill this vision. USP and partner universities from Mexico City, Dublin, London, Hong Kong, and Lüneburg in the Global Consortium for Sustainability Outcomes (GCSO) are tackling CO2 emissions reduction by reducing 'unnecessary' hot water on campuses as a pilot climate solution to scale globally. By engaging students, staff, and faculty, USP is redefining how hot water is perceived. This initiative is helping to address Sustainable Development Goals #9 and #11: industry, innovation and infrastructure; sustainable cities and communities. Reducing 'unnecessary' hot water encourages utilizing existing infrastructure to be more sustainable, making ASU more resilient. As recognized by health professionals, hot water is not as effective as cold water for sanitation in hand washing. By eliminating the energy used to heat such water, carbon emissions are significantly reduced. Facilities management took the lead in monitoring energy use in four pilot buildings on the Tempe campus. For two months, hot water was eliminated from the restrooms in these buildings to measure potential energy costs savings for ASU and to gauge social and behavioral impacts. Currently, the extrapolated energy savings are estimated to be 2% of the total Tempe campus energy use! Those savings translate into carbon emission reductions.",4531,,,,,,,Water,Campus Engagement,Energy,,,,,"hot water,energy reduction",10/4/2018,AASHE,Presentation,Kayla Kutter,4531,Graduate Student, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/7897/1400_Kutter_0314.pptx,,,
Addressing the Global Water Crisis: One Toilet at a Time,"Water scarcity is one of the most pressing issues in sustainability today. How can we address the global water crisis? Emily Schmidt from Niagara will explore the large scale impacts of indoor water conservation, the power of changing technology, and how we can start the water revolution on our home campuses.",8167,,,,,,,Water,Campus Engagement,,,,,,water conservation,10/4/2018,AASHE,Presentation,Emily Schmidt,8167,Sustainability Coordinator, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10413/0830_Schmidt_1103.pptx,,,
On-Campus Water Reclamation: A Tale of Two Cities,"Think globally. Act locally. Water is a critical issue in many parts of the world. See how Emory University and Arizona State University have turned to on-campus water reclamation as a way to address water sustainability and resilience. The WaterHub at Emory is an on-site water recycling system using engineered processes that emulate natural ecological systems to reclaim wastewater for heating and cooling buildings and toilet flushing. Resembling a greenhouse, the WaterHub is a living laboratory for research and teaching and for showcasing the capacity of operations to play a major role in water conservation. The first system of its kind in the US, it has the capacity to supply nearly 40% of Emory's total campus water needs. The facility relieves an over-burdened municipal system, saves Emory money over time, and reduces the use of potable water by over 400,000 gallons per day. Through the WaterHub docent program Emory students are trained to lead public tours for groups from around the world. The WaterHub at Emory served as an inspiration to Arizona State University to investigate a similar game-changing solution to its water goals. ASU is located in the desert southwest where nationally-recognized state groundwater law and municipal water management have ensured supply and kept water rates low for a generation. But a persistent drought calls for new solutions. ASU has studied the feasibility of 'WaterWorks', a reclamation project that could reduce ASU's potable water demand by over 35% at its largest campus while supporting cutting-edge research. With water rates less than half those in Atlanta and with a sophisticated, layered regional reclamation network already in place, the situation has quickly become very complex and the solutions potentially even more layered and complex. Two very different universities experiences can help inform what factors to consider and what solutions might work for your campus water goals.",4531,3931,2298,,,,,Water,Coordination & Planning,Curriculum,,,,,"water reclamation,water reduction",10/3/2018,AASHE,Presentation,Mick Dalrymple,4531,"Director, University Sustainability Practices",Ciannat Howett,3931,Director of Sustainability,Bob Salvatelli,2298,Director of Sales, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10298/0915_Salvatelli_0953.pdf,,,
Harvesting Hope for the Future Through Green Infrastructure,"Tucson is situated in one of the most arid regions of the world. Consequently, conserving water for the use of both people and the environment is of utmost importance. Doing so in a way that accentuates the natural aesthetic beauty of the Sonoran Desert, while also providing a functional, sustainable solution to rain water mitigation, water conservation, and urban heat island effects is the ultimate goal. The University of Arizona is at the forefront of green infrastructure. One area on campus in particular that excels in making use of water is the UA Community Garden. Located there, are three significant infrastructure installations. A 28,000 gallon active harvesting cistern that collects rain from the Highland Garage for use in the garden, a series of runoff basins for the occasions when the active cistern overflows, and the newly constructed pollinator garden passive basin that diverts rain from the bike path and encourages percolation into the aquifer. The combination of these three projects have allowed a previously barren lot to become transformed into a lush garden oasis. In this presentation, the process of planning and designing water-smart green infrastructure will be addressed, along with how to overcome the obstacles of working with grounds management, and remediate basin troubles. Furthermore, we will discuss the potential for engaging the community through water harvesting.",4465,,,,,,,Water,Coordination & Planning,Grounds,,,,,"rainwater,stormwater,water conservation",10/4/2018,AASHE,Presentation,Catherine Riedel,4465,Students for Sustainability,Allison Doty,4465,Off-Campus Housing Sustainability Coordinator, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8206/0830_Riedel_0606.pptx,,,
From Root to STEM: Growing Water Use Awareness Through Visualization,"The STEM N' Sustainability program offered by the Los Angeles Department of Water and Power is designed to give women knowledge, resources and opportunities to pursue STEM-related careers in fields, such as utilities, that are traditionally dominated by men. Through this program, three female CSUN students participated in a paid internship to map irrigation zones across the CSUN campus. This project provided experiential learning opportunities and generated a map that will help drive irrigation efficiency efforts across the campus grounds.",1248,,,,,,,Water,Grounds,Diversity & Affordability,,,,,"STEM,women,irrigation",10/3/2018,AASHE,Poster,Austin Eriksson,1248,Director of Energy and Sustainability, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Sustainability and the Global Nitrogen Cycle: Water Quality Issues.,"Dr. Zeman has been researching and educating about both the acute and chronic health effects of nitrate in drinking water for 20 years. This talk will look at issues covered by the United Nations Sustainable Development Goals 3, Good Health and Wellbeing and 6, Clean Water and Sanitation. In this presentation, Dr. Zeman will discuss the etiology of disruption to the global nitrogen cycle, health concerns and complexities associated with the nitrogen cycle, and clarify some misunderstandings that may exist about exogenous and endogenous nitrogen and its role for human health and wellbeing. For example, perhaps you have heard that too much nitrogen is not good for human health yet see advertisements for supplements containing concentrated beet extracts to boost nitrate levels in the body. Further, what is the latest research on cancers, birth defects, and immunological issues related to nitrate exposures from food and water? What should a person believe? Is there cause for alarm? This presentation will help sort through these important issues. Dr. Zeman will also discuss the policy associated implications of drinking water nitrate regulation and help attendees to understand how to access their localities drinking water information or figure out how to have their private well tested.",3690,,,,,,,Water,Wellbeing & Work,,,,,,"nitrogen,water quality",10/3/2018,AASHE,Poster,Catherine Zeman,3690,Professor and Director, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8975/1430_Zeman_0264.pdf,,,
Redefining Sustainable Campuses and Development Through the Lens of Health and Wellness,"Our understanding of how the built environment impacts health and wellness has increased significantly in recent years; however, the human and social elements of sustainability are frequently given less attention than they deserve. Now, new development frameworks focused on health and wellness for shapers of the built environment have been brought to market that are providing an opportunity for focused improvements of how we develop, build, and operate healthy buildings, campuses, districts, and beyond. This presentation will focus primarily on health and wellness optimizations that can be made at the campus construction and operational level to bring sustainability to new levels, but there will be links for how various items enable the UN Sustainable Development Goals (SDGs). Specifically, this session will touch on the following SDGs: Good Health and Well-being; Clean Water and Sanitation; Affordable and Clean Energy; Industry, Innovation, and Infrastructure; Reduced Inequalities; Sustainable Cities and Communities; Responsible Consumption and Production; and Climate Action. The presenters will provide material from four rating systems - the WELL Building Standard, Fitwel, EcoDistricts, and the Living Community Challenge - and drill into how many of their elements can enable developers, owners, and practitioners in the built environment to work towards the targets and indicators of the previously identified UN SDG's. Lastly, the seminar will conclude with a look at some of the research documenting the impact of the built environment on health and wellness, and outline opportunities for expanded research activities in this area.",6798,,,,,,,Wellbeing & Work,Buildings,,,,,,"building occupants,wellness",10/3/2018,AASHE,Poster,Steven Burke,6798,"Consigli Construction Company, Inc.", ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8885/1430_Burke_0146.pdf,,,
Adaptation and Resilience in Sustaining Ourselves - A Micro-Retreat,"Join sustainability professionals across Minnesota in discovering how a model of stepping away from our various institutions, discovering common challenges and building cross-institution relationships helps us sustain ourselves. The planning team from the fifth annual Sustaining Ourselves Retreat will share a model for a retreat away from campus life that renews us for the work we do in sustainability. During this session, we will provide an overview of the retreat model and include two 20-minute activity sessions of connecting with each other and reflecting on preparing students and our campus community to rise to global challenges. The flexible framework that has been developed across our institutions and varied level of experience in the field includes both structured and unstructured conversations on topics of sharing our own narratives, reflecting on common values, avoiding burn-out and connecting on innovative approaches to sustainability challenges. This year's theme is around resiliency and adaptation: Adapting to changes in our lives, to changes in our work, to changes in leadership, to global changes and adapting ourselves to be present. As individuals working on complex local and global challenges, participants will identify areas for discussion prior to the conference and have opportunities to share suggestions and ideas from colleagues.",32,4603,,,,,,Coordination & Planning,Campus Engagement,Wellbeing & Work,,,,,"sustainability officers,self care",10/4/2018,AASHE,Presentation,Mary Hannemann,32,Sustainability Education Project Coordinator,Suzanne Savanick Hansen,4603,Sustainability Manager, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8053/0915_Hannemann_0466.pdf,,,
Resilience and Renewal - A Retreat Model: Preparing Ourselves for a Lifetime of Global Change,"Join sustainability students in discovering how a model of stepping away from our various institutions, discovering common challenges, and reflecting on our resilience can help us sustain ourselves. Central College and the University of Minnesota five-campus system have student leadership retreats designed to support and renew sustainability leaders, build relationships between students, and strengthen the capacity of student organizations to thrive through challenges and transitions. This workshop will provide tools and planning resources to design a similar student retreat that participants can lead on their own campuses. We will include two 20-minute activities to introduce experiences that could be part of such a retreat. One will allow students to practice engaging with the place through movement and reflection, in this case the connecting with the water and steel of the riverfront convention center. Another will introduce mindfulness practices that can be integrated into such a retreat, including silence, meditation, and creative art-making. Both activities will include time for individual and shared reflection. The workshop will invite participants to connect with each other and reflect on the theme of personal resilience as sustainability leaders. How can we prepare for changes in our lives, changes in our work, changes in leadership, and changes in our institutions? How can we be adaptive in the face of global challenges like those in the UN Sustainable Development Goals?",4371,32,,,,,,Campus Engagement,Campus Engagement,Coordination & Planning,,,,,"student leadership,social change",10/2/2018,AASHE,Presentation,Brian Campbell,4371,Director of Sustainability Education,Mary Hannemann,32,Sustainability Education Project Coordinator,Jessica Foor,32,Graphic Designer,Sai Powar,32,Student,Elizabeth Sheldon,4371,Student Sustainability Coordinator,Tristan Murphy,4371,Student, ,,, ,,,https://files.aievolution.com/ash1801/events/8582/1300_Hannemann_0970.pdf,,,
Secrets to Success for Your Career and Your Campus in Sustainability,"Do you want tips to create a great career in sustainability? Do you also want to create more positive impacts on campus and beyond? Do you want to be a more powerful, resilient and effective sustainability leader? Attend this session to get all of this and more! Get tips, contacts, and the key strategies to reduce your worries, stay energized and create positive impacts. Learn the tricks to match your interests to your next job search. This session helps participants resolve their sustainability 'stuck points' and thrive. You will leave more empowered and more skilled to meet personal and professional goals. And there is more! Are you working on campus or community projects for sustainability, such as waste reduction, sustainable food, green buildings, policy, leadership, clean energy, climate change, social justice, and empowering students? Come hear about how to make your projects more successful, based on real world examples. We will go through a process that helps you identify drivers for success and how to overcome obstacles. The interactive session will include time for prompt questions and reflections to build a personalized process to reduce burnout and improve momentum and strategies for more successful impacts and personal well-being. The feedback given by participants during the session will be used to further understand what motivates people to be sustainability change agents and what helps them stay resilient in the face of obstacles.",2782,,,,,,,Coordination & Planning,Campus Engagement,Wellbeing & Work,,,,,"career preparedness,sustainability officers",10/2/2018,AASHE,Presentation,Debra Rowe,2782,President, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/7833/1015_Rowe_0238.pdf,,,
Innovation: Creating a new Minor in Somatic Sustainability at Appalachian State University,"Awakening somatic intelligence and understanding sustainable body practices are important aspects of an enlarged conversation of sustainability. As a part of that dialogue, we have created a new minor in Somatic Sustainability at Appalachian State University focusing on the cultivation of body awareness and mindfulness through somatic practice in relation to current principles of sustainability. When considering our whole being, any situation that affects our physical body reverberates in our cognitive, emotional, and spiritual being, as well. Contextualizing somatic practices within the three more commonly understood elements, or 'legs' of sustainability- economics, the environment and social justice from an energetic body perspective are critical and timely. The minor offers an introductory foundation of possibilities for relational ways of thinking and understanding our embodied actions as they impact our sustainability. Somatics, as an emerging field within academia, offers an additional lens for transformation to start from within one's self. Placing somatic work as relational to sustainable practice is claiming the importance of kinesthetic learning and self awareness as a vehicle for growth and change. Bridging a foundational range of somatic practices such as Yoga, Pilates and Gyrokinesis with course work in Sustainable Development has allowed an embodied perspective of sustainability in academia to emerge.",4398,,,,,,,Curriculum,Campus Engagement,Wellbeing & Work,,,,,"somatics,wellness",10/4/2018,AASHE,Presentation,Laurie Atkins,4398,"Associate Professor, Dance Studies",Marianne Adams,4398,"Professor, Dance Studies", ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/7971/1400_Atkins_0389.pdf,,,
This Justice In: Updated Results From the Living Wage Policy Study,"This session will provide the most recent results from the Living Wage Policy Study, a five-year multi-phase research project exploring the prevalence and nature and living wage policies in American higher education. This project uses a rubric based on the Model Just Employment Policy, which was prepared by the Harrison Institute for Public Law and the Kalmanovitz Initiative for Labor and the Working Poor at Georgetown University. The Living Wage Policy Study examines institutional performance metrics to assess the potential effects of living wage policies, including operating margins, bond ratings, institutional rankings/reputation, and media coverage, among others. Wherever possible, the study also explore show living wage policies came into existence. The most comprehensive living wage policies cover both the institution's direct employees and its contractors' employees. Given the ubiquitous outsourcing across higher education, a policy requiring that contractors' employees be paid a living wage may be a much larger financial commitment than a policy covering only to direct employees. A living wage policy that excludes contractors inevitably raises questions of justice, fairness, and respect for everyone working on a campus. Thus, instead of enacting a living wage policy, a number of institutions engage in unpublished living wage practices, ensuring that direct employees are paid a living wage, but not treating contractors' employees similarly.",674,,,,,,,Wellbeing & Work,Coordination & Planning,,,,,,"living wage,employee compensation,policies",10/3/2018,AASHE,Presentation,Ken Weidner,674,Assistant Professor of Management, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8298/1130_Weidner_0676.pdf,,,
"Well-Being for All, Sustainably at Dawson College","Institutes of higher education may be populated with many people, but they can be lonely places for staff and students alike. Stress is also prevalent in our schools. An ever-increasing body of evidence demonstrates that contact with nature develops well-being and can also be an important part of transforming education. Connecting with nature is associated with positive emotions and recognized as a significant restorative agent. In fact, it has been demonstrated that Nature's beneficial effects go beyond mere restoration by positively enhancing true mental health and well-being and can help mitigate stress. In 2016, Dawson College adopted its third-generation Strategic Plan, highlighting ""well-being for all, sustainably"" as a core value. There are many aspects of well-being and a variety of definitions exist in academic and policy literature. Seligman identifies well-being theory as having five major elements: positive emotion, engagement, positive relationships, meaning and accomplishments. In addition, wellness as an extension of health is also defined as connected to the health of the natural environment, spiritual wellness and physical wellness. This workshop will showcase the many initiatives Dawson College has taken to ensure well-being for its employees and how these initiatives, such as our Monarch Butterfly Program, Peace Garden, rooftop gardening and participation in a Sustainable Happiness Certificate program, are impacting employee satisfaction and engagement.",4714,,,,,,,Wellbeing & Work,Campus Engagement,,,,,,"nature,wellness",10/3/2018,AASHE,Presentation,Chris Adam,4714,Director - Sustainability Office,Katherine McWhaw,4714,"Coordinator, Quality Assurance & Planning Office", ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8001/1045_McWhaw_0415.pptx,,,
Stay Rad Post Grad: Finding Your Path After College,"Are you graduating? Are you panicking? Or maybe you know exactly what you want to do, but it's just a matter of making it happen. Join the PLAN staff (with an average age of 24) to discuss how to make sense of it all post-graduation. Using our Points of Intervention framework - the idea that nobody can do everything but everyone can do something - we will discuss entrepreneurship and employment in the nonprofit and for-profit spheres. We will engage attendees in identifying and leveraging their individual talents, skills, and unique lived experience to find the right job for them while sticking to their values!",6582,,,,,,,Wellbeing & Work,Campus Engagement,,,,,,"career preparedness,sustainability officers",10/2/2018,AASHE,Presentation,Adina Spertus-Melhus,6582,Campus Coordinator, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
A Primer on Living Wage Policies and Just Employment,"This session provides an introduction to living wage policies and just employment principles, applicable not only in higher education, but in any form of organization. Intended for attendees seeking an rapid on-ramp to this issue of growing interest, we'll discuss distinctions between minimum wage, living wage, and just employment. We'll also review the current state of minimum wage and living wage legislation across the United States, and the status of living wage policies and living wage practices in American higher education. With this information as foundation, session attendees will have the opportunity to talk in both small and large groups about the status of just employment on their campus, stakeholders across their campus community, and helpful resources to navigating the process.",674,,,,,,,Wellbeing & Work,Campus Engagement,,,,,,"living wage,employee compensation,policies",10/3/2018,AASHE,Presentation,Ken Weidner,674,Assistant Professor of Management, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10495/0830_Weidner_0726.pdf,,,
Sustaining our Communities Through Care and Action,"Sustainability is becoming more expansive; ideas about social and economic justice and human health are becoming integrated into the environmental field. But is this holistic ideal replicated in the way we do our work? Our institutions are full of passionate people eager to take on challenges, yet many of us are feeling burned out and frustrated. Why is this? Are we reproducing the very injustices we are working against in the structure of our movements? This workshop will serve as a starting point to think about how community care principles can be incorporated into our organizations to better address complex issues. To have transformative change in our world we need to treat each other, our environment, and ourselves with respect and care. We must build institutions that embrace justice as a guiding principle and act accordingly. To accomplish this requires intentional work within our communities including recognizing and acting against structural injustices, sharing skills, knowledge, and workload, and empowering marginalized groups. We must also care for and support each person in our networks by reducing hierarchies and egos and advocating for each other. Everyone must examine their own power and privilege and commit to continual and lifelong self-education and active work. Acting on the deeply felt care that we have for each other is at the core of building strong, equitable, sustainable, and thoughtful communities.",1876,,,,,,,Wellbeing & Work,Campus Engagement,,,,,,self care,10/2/2018,AASHE,Presentation,Kate Rayner Fried,1876,Sustainable Action Fund Education Coordinator, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8086/1530_RaynerFried_0510.pptx,https://files.aievolution.com/ash1801/events/8086/1530_RaynerFried_0510.pdf,,
Stretching Your Sustainability Leadership Career: Future Business/Facilities Officer,"Many sustainability directors possess the requisite skills to position themselves for future leadership at a campus. Additionally, that stretch in their career path to more senior leadership positions could significantly advance campus sustainability goals. Hear how sustainability proficiencies in consensus building, negotiations, project management, bidding, strategic planning, attention to detail, multi-tasking, collaboration with diverse groups, and other stakeholder initiatives can provide a foundation for a future career path. With background information from both major national organizations, the presentation will discuss the changing role of both business and facilities officers that reflects many of the abilities, skills and talents that sustainability staff have accomplished. Suggestions on how to network, develop mentor or coaching conversations, seek skill diversification, and build beneficial relationships that might forge a different pathway to other leadership positions. It is critical that all elements of sustainability be overlaid on campus leaders. Those that have served as sustainability staff can expand leadership's perspectives and enhance the campus operations and environment. The Sustainable Development Goals at a campus, and in the community, are better served when leaders in finance and facilities understand, implement and reflect these 17 goals. Advance your personal career as well as impact the sustainability components at your campus.",2385,,,,,,,Coordination & Planning,,,,,,,"sustainability officers,leadership,executives",10/4/2018,AASHE,Presentation,Sally Grans Korsh,2385,"Director, Facilities Management & Environmental Policy",Maryann Terrana,2385,"Director, Member Engagement", ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8174/1445_GransKorsh_0578.pptx,,,
