Event ID,Presentation_Title,Description,Org_1,Org_1_id,Org_2,Org_2_id,Org_3,Org_3_id,Org_4,Org_4_id,Org_5,Org_5_id,Org_6,Org_6_id,Topic_1,Topic_2,Topic_3,Academic_Discipline_1,Office_Dept_1,Office_Dept_2,Tags,Presentation_Date,Conference_Name,Presentation_Type,Author1_Name,Position/Title _1,Author_Org_1,Author_Org_1_id,Author2_Name,Position/Title _2,Author_Org_2,Author_Org_2_id,Author3_Name,Position/Title _3,Author_Org_3,Author_Org_3_id,Author4_Name,Position/Title _4,Author_Org_4,Author_Org_4_id,Author5_Name,Position/Title _5,Author_Org_5,Author_Org_5_id,Author6_Name,Position/Title _6,Author_Org_6,Author_Org_6_id,Author7_Name,Position/Title _7,Author_Org_7,Author_Org_7_id,Author8_Name,Position/Title _8,Author_Org_8,Author_Org_8_id,File1_Title,File1_URL,File2_Title,File2_URL,File3_Title,File3_URL,File4_Title,File4_URL
2024,Strategic Electrification: Scenarios for How and Why Carbon Neutrality Depends on It,"More than 300 schools have pledged to achieve carbon neutrality at some point in the future through Second Nature's reporting platform. For nearly every school, carbon neutrality through means other than buying carbon offsets will require substantial investments and major changes to campus infrastructure. Meaningful solutions to climate change will require strategic management, interdisciplinary problem solving, and innovative technologies and policies. Given that, schools are tasked with creating and implementing long-term strategies to reimagine campus infrastructure to be carbon neutral. This relies on a four-prong strategy that every reasonable climate action plan is built on: reducing consumption, electrification, sourcing cleaner electricity, and buying or creating carbon offsets. These strategies are not unique, nor are they glamorous. Efforts toward demand reduction, electrification, and shifting electricity supply to renewable sources can be a complex game of chess, with each move affecting future moves, and many variables changing the stakes at each juncture. Financial and infrastructure constraints must be carefully managed, and a strategy for institutionalizing this work is critical for success. GreenerU has a recommended strategy for decarbonization is a four-step process: (1) invest in building energy efficiency; (2) transition to a carbon-neutral heating source; (3) transition to a carbon-neutral electricity source; and (4) purchase carbon offsets. Panelists will discuss the benefits, hurdles, and technologies associated with what steps campuses can take to begin the process of strategic electrification to achieve carbon neutrality. Investments in strategic electrification now can lead to substantial cost savings, as cheaper renewable technologies and advancements in battery technologies are improving our ability to switch to cleaner electricity on a larger scale, with substantial improvements in reliability.",GreenerU,5968,Amherst College,2649,Integral Group,7744,Carleton College,2821,Thompson Rivers University,1431,,,Air & Climate,Energy,,,,,"carbon neutrality,electrification",10/28/2019,AASHE,Presentation,David Adamian,President and CEO,GreenerU,5968,Laura Draucker,Director of Sustainability,Amherst College,2649,David Kaneda,Principal,Integral Group,7744,Martha Larson,Manager of Campus Energy and Sustainability,Carleton College,2821,Jim Gudjonson,"Director, Sustainability Office",Thompson Rivers University,1431,,,,,,,,,,,,,,,,,,,,
1947,Carbon Neutrality in a Cold Climate - A Portfolio Approach to GHG Emissions Reduction,"We will be highlighting our multi-faceted approach to hitting carbon neutrality reduction goals - Fuels, Efficiency, and Culture. Bates College has begun burning a new, wood-based liquid fuel in its central steam plant - the first college in the country to do so. This new fuel, called Renewable Fuel Oil, has an extremely low carbon lifecycle emissions profile. The fuel is cheaper than natural gas, and because it is a liquid fuel, is much easier to retrofit compared to other biomass-based solutions. It has been an integral part of the College's ability to make large strides towards our Carbon Neutrality pledge of 2020. The fuel, if popularized, has the additional potential to revitalize the US' struggling low-grade wood industry. We will share our process and lessons learned with the fuel, highlighting steps needed for schools interested in using this fuel. We will round out our presentation with touching on our efficiency metrics and behavioral change tactics.",Bates College,4335,,,,,,,,,,,Air & Climate,Energy,,,,,"carbon neutrality,biofuels,cold climates,emissions reduction",10/29/2019,AASHE,Presentation,Tom Twist,Sustainability Manager,Bates College,4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,"Put A Price On It: Winning Strong Climate Policy on Campus, State and Federal Level","We are already experiencing the impacts of climate change, including increased temperatures, changes in rain and snowfall patterns, unprecedented droughts and heatwaves, stronger hurricanes, ocean acidification, sea level rise, and the spread of infectious diseases. Although these changes affect us all, the costs are disproportionately borne by future generations, communities of color, and low-income households that are ill-equipped to face the devastation of extreme weather, housing displacement, and financial distress. Putting a price on carbon pollution is a powerful and proven solution to climate change. By accounting for the true costs of carbon-based energy, there is an economic incentive to reduce emissions and invest in clean and renewable energy. A well-designed carbon price will help us reach ambitious climate goals while supporting a just transition from fossil fuels. As the generation with the most to lose when it comes to climate change, young people are the most effective spokespeople for climate action. Decision-makers respond to young people in a way they don't to other groups; so we are the perfect demographic to call for solutions that are fair, grounded in science, and proven to work. Our Climate trains and supports student leaders to effectively advocate for the policy by holding outreach events, securing influential endorsements, meeting with lawmakers, and engaging the media. Through our partnerships with national organizations, we amplify growing youth support for bold climate action through the media, celebrity endorsements, and creative actions. Our interactive workshop will cover the basics of carbon pricing, how to effectively advocate for the policy, and opportunities to get involved with the Put A Price On It campaign.",Our Climate,8294,,,,,,,,,,,Air & Climate,Public Engagement,,,,,"carbon pricing,student leadership,advocacy",10/27/2019,AASHE,Presentation,Emily Martin,Northwest Field Coordinator,Our Climate,8294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,A Switch to Zero-Emission Buses for Campus Transportation Helps More Than the Riders!,"Many Universities are committed to 'Greening' their campuses. By simply replacing one diesel bus the CO2 emissions are reduced by approximately 230,000 lbs. annually. This means that one bus replacement can represent the GHG reduction of multiple LEED certified buildings. By committing to both efforts, your campus' sustainability goals can be realized, faster, more efficiently, and more visible. These ZERO EMISSION buses are rolling billboards to proudly display your campus 'Greening' efforts. A switch to zero-emission buses presents a critical opportunity to cut pollution, reduce oil dependence and create healthier campus communities. As just one example, the University of Montana's electric bus experience will be told by the transportation Director, Jordan Hess. ENVIRONMENTAL & COMMUNITY BENEFITS Particulate matter from traditional transit buses contains numerous harmful gases and upwards of 40 cancer-causing substances. We will help you take action for your universities and colleges to save on operating costs and meet environmental goals with zero-emission battery-electric buses that are clean, quiet and efficient. Replacing fossil fuel burning buses for any campus will not only benefit the air quality for everyone, inside and outside of the buses, but also save money from savings on fuel and maintenance. ECONOMIC BENEFITS 1) Over the lifetime of a bus, Proterra operational savings can reach $462,000 vs diesel - $242,000 in fuel savings vs. CNG - $275,000 in maintenance savings vs. diesel-hybrid 2) 30% fewer parts with no liquid fuel and no oil changes. Significantly reducing maintenance labor. Even with coal generated electricity - an electric bus is a 60% more efficient use of the energy produced, that a fossil fuel. Everyday we are moving towards more renewable energy, which means it will only improve with time. You will leave with the tools of a step by step process to evaluate and implement a plan to clean up your transportation on campus.",Proterra,8386,University of Montana,2529,,,,,,,,,Transportation,Air & Climate,,,Transportation & Parking,,"electric vehicles,zero-emission vehicles,public transit,emissions reduction",10/29/2019,AASHE,Presentation,Bill Williams,Director Commercial Sales- Proterra Electric Buses,Proterra,8386,Jordan Hess,Director of Transportation,University of Montana,2529,,,,,,,,,,,,,,,,,,,,,,,,,1445_Hess_1301.pptx,https://files.aievolution.com/ash1901/events/18004/1445_Hess_1301.pptx,,,,,,
1988,Carbon Capture Technologies,"The transition away from using natural gas and other fossil fuels for stationary heat and power will take time, but carbon capture technologies can be implemented on existing generators, boilers, and power plants to mitigate GHG emissions now. The IPCC has identified carbon capture as an essential component to keeping the planet on track for meeting Paris Climate Agreement goals. Sustainability officers and a researcher from four large universities (U Maryland, U Minnesota, Michigan State U, and UCLA) will discuss four carbon capture technologies created by or being utilized by their universities to mitigate CO2 emissions from stationary sources. Projects that will be discussed include: U Maryland/HY-TEK Bio - Developing a profitable large scale carbon capture project using microalgae to consume CO2 and NOx emissions from the university's natural gas combined heat and power plant. U Minnesota/Clean O2 - In partnership with the natural gas utility, developing a carbon capture system for smaller facilities that uses a thermal chemical process to capture CO2 and create a feedstock for commercial and industrial use. Michigan State U/PHYCO2 - This research project is growing and testing strains of microalgae on the flue gases of MSU's power plant to determine which strain is most efficient at mitigating CO2 emissions. UCLA/CO2Concrete - This project is developing and field-testing a process that directly captures CO2 from power plant flue gases to produce a low-carbon replacement for concrete.","University of Minnesota, Twin Cities",0032,Michigan State University,0439,"University of California, Los Angeles",4167,,,,,,,Air & Climate,,,,,,"carbon sequestration,carbon capture,emissions reduction",10/28/2019,AASHE,Presentation,Shane Stennes,Director of Sustainability,"University of Minnesota, Twin Cities",0032,Ann Erhardt,Chief Sustainability Officer,Michigan State University,0439,Nurit Katz,Chief Sustainability Officer,"University of California, Los Angeles",4167,,,,,,,,,,,,,,,,,,,,,1100_Stennes_1314.pdf,https://files.aievolution.com/ash1901/events/17864/1100_Stennes_1314.pdf,,,,,,
2497,A proven methodology for calculating air miles traveled and associated emissions,"Calculating Scope 3 emissions from university related travel can be difficult, especially if data is not being collected by a designated travel agent. Columbia University has implemented a methodology to estimate travel related emissions. In 2018, for the first time, Columbia incorporated business travel questions into its university-wide commute travel survey. By asking a few important travel questions and by bucketing the globe into regions, Columbia successfully made assumptions for reporting these important emissions to The Climate Registry. Join this discussion to learn about the methodology and calculations used to report these Scope 3 emissions.",Columbia University,3036,,,,,,,,,,,Air & Climate,Public Engagement,Transportation,,,,"air travel,scope 3 emissions",10/28/2019,AASHE,Presentation,Daniel Allalemdjian,"Sustainability Staff, Director, Transportation Demand Management",Columbia University,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400_Allalemdjian_1372.pdf,https://files.aievolution.com/ash1901/events/18225/1400_Allalemdjian_1372.pdf,,,,,,
2438,Carbon Offsets 101: Campus Sustainability Initiatives,"Universities across the globe are committed to mitigating climate change impacts from campus activities. Solutions such as on-site solar, energy efficiency, recycling programs, or student-led environmental initiatives serve as a means to reducing campus emissions. However, with the onset of carbon neutral goals, universities are increasingly utilizing off-site greenhouse gas mitigation in the form of carbon offsets. The following poster session will provide insight into the rigorous process for generating a carbon offsets as well as its applications within the framework of university sustainability plans. Element Markets is a leading renewable natural gas marketing and environmental commodities company that applies its expertise in sustainability & carbon markets to provide structured services to prominent corporate and institutional clients. The Company has become a leading provider of carbon offsets in the U.S. and currently serves as a carbon asset manager for 7+ campuses in California with sustainability goals in 2025 and beyond. Element Markets has transacted over 40 million carbon credits for entities including universities, municipalities, and corporations seeking to achieve GHG goals and is the most decorated environmental commodities firm in North America.",Element Markets,5657,,,,,,,,,,,Air & Climate,,,,,,carbon offsets,10/28/2019,AASHE,Poster,David Moore,Environmental Products Associate,Element Markets,5657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_Moore_1842.pdf,https://files.aievolution.com/ash1901/events/17925/1530_Moore_1842.pdf,,,,,,
2436,University Sustainability Initiatives: Utilizing Carbon Offsets to Achieve Sustainability Goals,"New initiatives by campus sustainability teams are increasingly focused on reducing their carbon footprint. Through initiatives like on-campus solar, energy efficiency projects, and recycling programs, universities are implementing new measures to bolster campus sustainability plans--oftentimes as part of a 2020 or 2025 goal. However, in large part due to vehicle and flight travel by administrators and faculty (scope 3 emissions), campuses are seeking off-site GHG mitigation measures to reach their sustainability goals. Carbon offsets provide a solution to mitigating emissions generated both on and off-campus and represent opportunities for universities to combat climate change. Over the course of the session, Element Markets will provide an overview of carbon offsets to attendees (Carbon Offsets 101) by detailing the process of generating an offset, describing the primary carbon registries, and discussing how offsets may be retired on behalf of campus emissions. John McDougal is the Vice President of Environmental Products at Element Markets and has extensive experience in environmental credit markets with a primary focus on greenhouse gas mitigation. Element Markets is a leading renewable natural gas marketing and environmental commodity company that applies its diverse environmental expertise to provide structured environmental compliance and optimization services to prominent corporate and institutional clients. The Company has become a leading provider of carbon offsets in the U.S. and currently serves as a carbon asset manager for 7+ campuses in California with sustainability goals in 2025 and beyond. Element Markets has transacted over 30 million carbon credits for entities including universities, municipalities, and corporations seeking to achieve GHG goals and is the most decorated environmental commodities firm in North America.",Element Markets,5657,,,,,,,,,,,Air & Climate,,,,,,carbon offsets,10/28/2019,AASHE,Presentation,John McDougal,VP of Environmental Products,Element Markets,5657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100_McDougal_1465.pdf,https://files.aievolution.com/ash1901/events/17912/1100_McDougal_1465.pdf,,,,,,
1978,The Road to Building a Zero Carbon Building,"In October 2016, Mohawk College broke ground on a one-of-a-kind net zero energy project and opened its doors in Fall 2018. The Joyce Centre for Partnership & Innovation at Mohawk College incorporates leading-edge energy harvesting and conservation technologies and techniques. At 96,000 square feet, the award-winning $54 million centre is Canada's largest, and Hamilton's first, zero carbon institutional building. Mohawk College's The Joyce Centre for Partnership & Innovation was selected by the Canada Green Building Council (CaGBC) as a national pilot project to demonstrate its new net zero energy carbon standard and validation process. This project gave the design and construction teams at Ellis Don an opportunity to develop the practical onsite experiences needed for future projects committing to high performance targets like Net Zero Energy and Emissions. The building brings learning and applied research together in a living lab concept so students can learn how to operate, maintain and monitor a zero carbon building. This session will discuss the lessons learned for building zero carbon and applying passive design principles to help achieve zero carbon.",Mohawk College,6363,,,,,,,,,,,Buildings,Air & Climate,Energy,,,,"net zero energy,zero carbon building",10/28/2019,AASHE,Presentation,Kate Flynn,"Manager, Campus Sustainability and Climate Change",Mohawk College,6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400_Flynn_1791.pdf,https://files.aievolution.com/ash1901/events/16336/1400_Flynn_1791.pdf,,,,,,
2564,Defining the Finish Line: What a Circular Economy for Universities Should Look Like,"Over the last few decades, we recognized the dire threat of climate change and created an agreed upon understanding of the risks buildings pose to student learning, health and performance. We have green rating systems for the building, for the interiors, for the wellness of the occupants, and for the materials themselves. We even have a list of 17 Sustainable Development Goals establish by the United Nations for all countries to follow, and yet, the majority of buildings are still harmful to the environment and human health, and most campuses have no pathway to carbon neutrality, all while carbon levels keep increasing, now over 410 parts per million. In the next decade, more than 5,000 universities and colleges around the country will have to do something that has eluded humanity for 150 years: reduce their carbon emissions. But at our rate of urbanization, we're building the equivalent of a city the size of New York every five weeks, and student enrollment will hit an all-time high by 2030. One can't win a game if you don't know what winning looks like. ",Boston Architectural College,0931,Ayers Saint Gross,0424,,,,,,,,,Buildings,Air & Climate,,,,,"circular economy,building design,green buildings",10/28/2019,AASHE,Presentation,Eric Corey Freed,Adjunct Professor,Boston Architectural College,0931,Kyle Ritchie,Sustainable Design Coordinator,Ayers Saint Gross,0424,,,,,,,,,,,,,,,,,,,,,,,,,0915_Freed_1565.pdf,https://files.aievolution.com/ash1901/events/18490/0915_Freed_1565.pdf,,,,,,
2271,Residence Hall Kitchens: A Behavioral Design Approach to Sustainable Learning,"While programs such as LEED and WELL have provided clear architectural strategies for confronting issues of sustainability, this clarity has occluded the need for more comprehensive strategies that can address necessary and fundamental cultural change. Architects not only have a responsibility to address issues of resource use and efficiencies, but we also have a responsibility to confront the culture of everyday life. This presentation will highlight a behavioral design approach to sustainability in which residence hall built landscapes are looked at as social constructs. This presentation examines three different design approaches to residence hall kitchens and connects specific types of student experiences with aspects of these different designs. Research has shown that much of human knowledge is gleaned through social participation in everyday activities and sustainable learning is no different. This study links various elements of residence hall kitchen design to the students' learning of sustainable behavior patterns and the growth of the residents' ecological awareness and identification.",University of Wisconsin-Milwaukee,4059,,,,,,,,,,,Buildings,Campus Engagement,,,Housing & Residence Life,,"building design,residence halls",10/28/2019,AASHE,Poster,Sarah Keogh,PhD,University of Wisconsin-Milwaukee,4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,"How 'Green' Can Green Cleaning Get? Strategies for Policy, Procurement, and Practice","Waxie Sanitary Supply, the University of California, Irvine, and the University of California, Merced, are collaborating to build a more sustainable economy through green cleaning policies, procurement, and education. Implementing a green cleaning program can reduce exposure of building occupants and maintenance personnel to chemicals that may adversely impact human health and the environment, without increasing workload. That said, the path to green cleaning takes some skill in designing procurement, tracking, and training plans that work for stakeholders. We will share lessons learned, challenges, and successes. Waxie Sanitary Supply assists campuses in charting this path. They provide quality and innovative products, value-added services, and systems that contribute toward a better community through effective communication, education, and training. As one example of policy implementation, UC Merced's green cleaning policy has been in place since 2009. The campus has taken actions to reduce the environmental impact of maintaining the property while still providing a safe and healthy working environment for its occupants. These actions include all cleaning products, purchases and equipment which meet 100% sustainability criteria along with implemented sustainable cleaning strategies. As another case study, UCI Housing implemented a policy in 2018 and boasts over 82% of department spending for custodial products, specifically chemical and paper products, that are third-party certified to be safer, environmentally friendly, and/or include recycled content. UCI Housing staff will share about challenges in cleaning needs for residence halls and apartments. In each case, presenters can share how growing a campus culture around green cleaning requires technical knowledge and stakeholder engagement savvy. By decreasing pollution and exposure, these changes in procurement are an investment in the health of the planet and our workforce.","University of California, Irvine",4502,"University of California, Merced",2244,WAXIE Sanitary Supply,3415,,,,,,,Buildings,Purchasing,,,,,"green cleaning,policies",10/28/2019,AASHE,Presentation,Rachel Harvey,"Sustainability Program Manager, Student Housing","University of California, Irvine",4502,Mark Maxwell,Director of Sustainability,"University of California, Merced",2244,Keith Schneringer,Business Representative,WAXIE Sanitary Supply,3415,,,,,,,,,,,,,,,,,,,,,0915_Harvey_1217.pdf,https://files.aievolution.com/ash1901/events/16081/0915_Harvey_1217.pdf,,,,,,
2547,How will FDD change the way we think about maintenance?,"It's easy to be tempted by new and shiny solutions - from cutting edge equipment to upgraded assets. But what if we're missing something - a solution that's humbler but ultimately more groundbreaking? What if we invested in maintaining the assets we already have? Fault Detection & Diagnostics (FDD) is our key to changing the narrative around maintenance, transforming it from a neglected task that evokes feelings of drudgery to a top-priority value-add for every organization. Facility teams across the globe are grappling with the demands of increasing responsibility and deteriorating assets, which are only exacerbated by decreasing access to resources and skilled labor. FDD is a solution capable of measuring, tracking, and improving performance across building portfolios, ultimately maintaining our current assets and saving thousands on energy and maintenance dollars without discarding old equipment for new alternatives. Join Sunny Sandhu, a building technology expert from CopperTree Analytics, to learn how to apply proactive practices to your daily workflow and change the way your organization thinks about maintenance, including: - how to apply FDD in your day-to-day - how to prioritize faults and take down low hanging fruit - how to communicate performance and needs internally",CopperTree Analytics,9037,,,,,,,,,,,Buildings,Coordination & Planning,,,Facilities Management,,fault detection & diagnostics,10/28/2019,AASHE,Poster,Sunny Sandhu,Business Development Manager,CopperTree Analytics,9037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
